,g_number_of_nodes,g_number_of_arcs,g_min_cost,g_max_cost,g_sum_cost,g_mean_cost,g_std_cost,g_min_cap,g_max_cap,g_sum_cap,g_mean_cap,g_std_cap,g_supply,g_number_of_supply_nodes,g_arcs_source_sink,mst_sum_cost,mst_mean_cost,mst_std_cost,mst_sum_cap,mst_mean_cap,mst_std_cap,Network Simplex,CS2,SSP,CAS,CC Simple,CC Minimum Mean Cycle,CC Cancel and Tighten,Minimum
38424570,52,105,1,10,609,0.58,0.29996825228839197,14,9941,524124,0.5021282710851165,0.3050777126472912,70.0,1,6,162,0.45378151260504207,0.2509778911440013,267281,0.5271908179829622,0.29484436999090863,12,38,8,11,59,94,175,SSP
38425613,2002,4080,1,2,6053,0.7417892156862745,0.24986512966189076,3,10000,20591547,0.5046947794117648,0.2854472591986477,4472.0,1,21,2171,0.5424787606196901,0.1394092364445776,10061583,0.5028277361319339,0.28330880583841644,767,1713,900,2381,211122,771233,22892,Network Simplex
38426267,502,960,1,2,1432,0.7458333333333333,0.2499652753661773,61,9999,4749750,0.4948151065106511,0.2904857011120342,223.0,1,51,562,0.5608782435129741,0.1635021749802187,2539196,0.5080957883731284,0.2951203464418721,274,307,69,74,2538,3028,3162,SSP
38427352,502,1040,1,100,52069,0.5006634615384615,0.2949260699596831,1,999,524811,0.5051310926310926,0.29557518436052643,223.0,1,11,12780,0.32703823122984804,0.21697881931308394,251483,0.5029680118720475,0.2999865658426684,143,673,242,262,5581,29735,3740,Network Simplex
38430600,27,50,1,100,2629,0.5257999999999999,0.2777991360677711,57,990,27213,0.5497575757575758,0.3035627517509134,500.0,1,6,852,0.44889357218124337,0.2583900453561995,12964,0.5036519036519037,0.33637449517357715,14,53,14,39,214,225,143,Network Simplex
38430648,102,215,16,9916,1028195,0.4822813962869499,0.2935216724914177,107,9976,1089955,0.5081754349974823,0.2952297042418239,100.0,1,6,242182,0.3296908544147417,0.2244631522117065,498935,0.4951834898806641,0.30310097317738177,19,105,11,16,75,138,188,SSP
38432326,1002,2030,1,2,2996,0.7379310344827587,0.24970851021009205,2,10000,10265905,0.5057096059113301,0.2888315836361322,31622.0,1,21,1080,0.5394605394605395,0.13480777260882598,5170099,0.5168552052370725,0.2909670048586298,426,2730,2438,3691,91272,268532,15311,Network Simplex
38439043,102,200,1,2,302,0.755,0.2499499949989997,44,9995,1021743,0.5111270635317658,0.28113078326006397,1000.0,1,11,112,0.5544554455445545,0.15576369032229972,532772,0.5303076603025739,0.2628046316343318,28,80,14,23,294,594,315,SSP
38442571,52,105,1,2,152,0.7238095238095238,0.2486243329944117,277,9923,529075,0.5077909426392748,0.2853570988784036,70.0,1,6,55,0.5392156862745098,0.1344246000078636,244501,0.5001186370646735,0.2837112912057075,10,37,9,10,37,66,93,SSP
38445941,27,50,1,10,289,0.5780000000000001,0.2830476991604065,511,9947,285772,0.5745893234140946,0.2862351865218273,500.0,1,6,97,0.41452991452991456,0.2296983700919092,159190,0.6320524731797572,0.3042626428362831,8,39,7,15,42,57,60,SSP
38446725,502,1095,1,100,56914,0.5197625570776255,0.28492078249341113,1,10,5972,0.5453881278538812,0.2863631344823544,223.0,1,6,13996,0.3104014193834553,0.19568794542303847,2777,0.5542914171656687,0.2803023512031385,169,1264,2618,2734,18401,56047,4233,Network Simplex
38449924,1002,2090,5,9993,10405686,0.498228472849655,0.2881443864558284,1,1000,1064831,0.5094885167464115,0.2881318562994144,316.0,1,11,2612950,0.2904572894558429,0.18827488512122295,506792,0.5062857142857142,0.2906144860570582,192,1284,195,353,61113,240868,10084,Network Simplex
38451233,502,1040,1,10,5633,0.5416346153846153,0.2841776617138648,1,100,52290,0.5027884615384616,0.2846153163981207,223.0,1,11,1542,0.3847305389221557,0.2047316466773189,25379,0.506566866267465,0.292241987505966,124,925,543,910,27271,71844,5835,Network Simplex
38452024,402,800,7,9976,3959010,0.4960668103448276,0.2935100916188232,1,100,40153,0.5019125,0.28403823218670754,200.0,1,21,1039777,0.335875660589459,0.2253655078454248,19879,0.5007430917655357,0.2910859936326999,337,1329,1155,921,26497,63666,8534,Network Simplex
38453877,52,105,1,2,166,0.7904761904761904,0.24670159708549744,2,100,5149,0.4903809523809524,0.3100473813545395,70.0,1,6,60,0.5882352941176471,0.1906100205414077,2617,0.5131372549019608,0.2982201463196205,18,65,88,139,913,1661,629,Network Simplex
38457838,1002,2030,1,10,11119,0.5477339901477832,0.28340346733565525,1,999,1020811,0.5033659275038586,0.2888322138414974,3162.0,1,21,3193,0.35442335442335443,0.18976981003606866,510212,0.5102125102125102,0.2903462630271322,487,3033,3062,5752,101418,280143,19434,Network Simplex
38462453,5002,10050,1,10,55645,0.553681592039801,0.2850379709530427,1,1000,5000030,0.4975154228855722,0.29005466016173154,707.0,1,51,16235,0.3246350729854029,0.17275133341598342,2488065,0.4975134973005399,0.28937027773470303,3374,13427,11215,14689,1716096,4570065,231472,Network Simplex
38467655,502,1040,1,1000,505005,0.4855817307692308,0.2880800754278971,6,10000,5200990,0.5000951923076923,0.29141456367037283,22360.0,1,11,124811,0.31775988838649233,0.2179957362638599,2547656,0.5090741532252344,0.2830037937999469,133,1085,640,843,17735,51329,4657,Network Simplex
38471931,402,800,5,9988,3970822,0.496949088906688,0.287357652794839,8,9986,3995034,0.5000793611055477,0.2919453232894654,200.0,1,21,1054934,0.34285913003234125,0.2102144819032536,2022102,0.5056300390105655,0.2908903720838986,177,627,78,97,4354,11865,3190,SSP
38474348,2502,5000,1,1000,2505600,0.50112,0.2886710051252117,6,9999,24727102,0.49459149914991496,0.28979345957194763,500.0,1,51,674124,0.30629748100759696,0.19471868777118773,12391979,0.4956296565099078,0.2899562554934988,1841,4211,532,763,546795,1428468,76907,SSP
38474363,2002,4080,1,2,6155,0.7542892156862745,0.2499632025494885,4,9999,20443800,0.5011236417759423,0.2908716622488295,447.0,1,21,2209,0.5519740129935032,0.15259655458136262,10078780,0.5037375301748066,0.29046366759046466,622,1376,278,433,187902,445869,23713,SSP
38475033,5002,10050,1,100,511315,0.5087711442786069,0.28856449025823344,1,1000,5044612,0.5019514427860696,0.2883597884456945,7071.0,1,51,138229,0.31409399938194177,0.19667840228374428,2504140,0.5007278544291142,0.2873984171006257,6273,33738,132857,58029,5407014,19857422,472979,Network Simplex
38483058,1002,2030,5,9999,10027497,0.4940147709352216,0.29227179750293225,13,10000,10100214,0.4975474876847291,0.28726502109707863,31622.0,1,21,2554982,0.3141838466801539,0.207734784923998,4901147,0.4902133309221816,0.2845069190586908,519,3535,4328,4567,170841,444544,26958,Network Simplex
38484218,202,390,1,10,2250,0.5769230769230769,0.2818997261816722,1,997,193265,0.4970424092791194,0.28699932059235994,141.0,1,21,740,0.4090657822001106,0.2177016555834164,98380,0.4938978166684238,0.2715717374995489,95,246,66,80,2278,4377,1775,SSP
38491758,2002,3920,1,10,21503,0.5485459183673469,0.2860764275177168,1,10000,19769940,0.5043352040816327,0.2894795077701285,4472.0,1,101,6455,0.35843189516352936,0.19033700729720426,10084819,0.5041401975815133,0.2891892890237762,2102,6830,5148,5809,643680,1161960,112629,Network Simplex
38495536,202,390,28,9988,1915913,0.4918499635459988,0.28416025150075297,2,1000,197255,0.5057820512820512,0.3029506792149803,141.0,1,21,536358,0.33222706190164714,0.21541356708130133,106728,0.5315165912180837,0.3014649050628632,85,358,80,182,2822,5874,1694,SSP
38502546,402,800,1,100,40516,0.5064500000000001,0.28815863252729385,1,9979,3969945,0.4972874286000601,0.2877905915935977,2000.0,1,21,11198,0.3447553954619624,0.22311305730371492,2076214,0.5188486844818008,0.28896000555253576,164,669,129,165,8622,22928,4465,SSP
38504440,102,185,1,100,8829,0.4772432432432432,0.2835727091475221,3,994,92317,0.5020229485018217,0.2887156532485209,100.0,1,21,2788,0.33663366336633666,0.22063678768544612,48525,0.4833456182640397,0.2785249185134951,31,221,36,38,707,905,898,Network Simplex
38506236,202,410,1,999,202072,0.4933518884738397,0.2893642714137007,40,9977,1992819,0.4871739146378133,0.30112078334081466,141.0,1,11,52706,0.32452834835722383,0.2253087576637233,1009533,0.5042723131331295,0.3015155735859671,54,195,42,48,494,795,696,SSP
38515190,202,410,1,2,634,0.7731707317073171,0.24892391848142584,65,9983,1991883,0.4866524310840624,0.28312636176259376,141.0,1,11,232,0.5771144278606966,0.18058399415802526,951041,0.4764421773921652,0.2783226175008479,46,126,54,34,1030,1276,605,CAS
38520114,1002,2030,4,9998,10428541,0.5138239963263589,0.2911834645638701,1,10000,10023628,0.4937747783251231,0.28573554386686256,31622.0,1,21,2757751,0.3181656084993653,0.1992001979727032,4989949,0.4985462582222258,0.2842438319338112,519,6574,5119,5581,172282,448662,28010,Network Simplex
38522264,202,410,8,9970,1967428,0.4813044010079018,0.2970534722922601,1,1000,194587,0.4746024390243903,0.2957114125397366,1414.0,1,11,481624,0.2899841829217702,0.1997837282188204,99444,0.4957377441450064,0.28730914160432275,71,672,268,452,6849,18398,2820,Network Simplex
38523308,102,200,1,2,304,0.76,0.24979991993593595,2,99,10224,0.5163636363636364,0.29421965881272155,100.0,1,11,116,0.5742574257425742,0.17780480194126705,5254,0.5254525452545254,0.31092161951844755,33,194,72,111,928,2053,722,Network Simplex
38523333,252,545,1,100,27395,0.5026605504587156,0.28787370511234583,1,10,2924,0.5365137614678899,0.2878690328705944,158.0,1,6,6585,0.3407150618305997,0.23558323454136285,1395,0.555776892430279,0.2895189271656618,106,747,1151,611,3865,14731,1958,Network Simplex
38524518,2002,4080,1,2,6107,0.748406862745098,0.249994923775838,3,9997,20299930,0.4976966129054402,0.29064776647604185,447.0,1,21,2190,0.5472263868065967,0.14622879946334805,9910081,0.4954050433020961,0.29327806658711914,629,1420,199,322,33790,63462,11541,SSP
38525869,52,105,1,2,159,0.7571428571428571,0.2498979383505129,27,996,50431,0.4822241346337732,0.2903366906304487,70.0,1,6,56,0.5490196078431373,0.14868383223630496,24365,0.4796637530514214,0.2950467596117336,12,39,20,18,156,283,107,Network Simplex
38530620,1002,2030,1,1000,1012358,0.4986985221674877,0.28520773476232963,4,9998,10202483,0.502685906639456,0.28871535720073044,31622.0,1,21,268544,0.3076556471051884,0.1927059408887887,5089552,0.5085484629393411,0.2908524204893412,677,3505,4216,5102,137638,357866,26434,Network Simplex
38531825,102,200,1,100,9830,0.4915,0.29263586588113216,3,1000,90827,0.454135,0.30896339067112794,1000.0,1,11,2617,0.3598734873487349,0.2520171268065217,45569,0.4529901785359259,0.3127237103052055,41,260,177,237,2091,4744,1468,Network Simplex
38532595,2002,4080,1,100,206641,0.5064730392156863,0.2874314696815785,1,9997,20471010,0.5018910084790144,0.28881068138335564,447.0,1,21,54398,0.33562231230063977,0.20697654124010134,10059188,0.5028589036481059,0.28470550049270216,610,2123,217,447,252314,846757,28286,SSP
38534248,2002,4080,1,2,6114,0.7492647058823529,0.24999891868278265,1,1000,2020700,0.4952696078431372,0.28546660952683794,447.0,1,21,2191,0.5474762618690655,0.14657467548479394,989574,0.4945397301349325,0.28558739549478435,844,1811,1686,1773,47477,158131,14818,Network Simplex
38535906,102,185,1,10,1076,0.5816216216216217,0.29277344357409746,18,9580,876082,0.4943192461772837,0.28992587991071034,10000.0,1,21,369,0.4566831683168317,0.2356235431215015,480799,0.497168265129385,0.2832362004855196,46,315,131,169,1868,2441,1152,Network Simplex
38536373,52,95,132,9944,486627,0.5151236397510268,0.2846286223774168,307,9428,429746,0.4798093026371614,0.2751701615651245,70.0,1,11,148314,0.44823021687096537,0.2354931423721011,226103,0.4814717807192381,0.2751274428302327,17,64,9,9,113,181,246,SSP
38541846,1002,1970,3,9998,9667837,0.4908513174716162,0.2914429619552942,3,9997,9884731,0.5019135689945562,0.2886890504401036,316.0,1,51,2627548,0.2924053778459482,0.19749112965371224,5009557,0.5006054263831596,0.28661956526795074,617,1876,230,269,69928,189824,23482,SSP
38542230,502,960,1,100,48502,0.5052291666666666,0.28769911507679724,5,9984,4748240,0.4954009748931624,0.29153364573461404,223.0,1,51,14266,0.3235801125022682,0.19874804694949824,2532941,0.5063872655330365,0.29088166511692115,266,600,94,148,6221,6501,4730,SSP
38542738,102,215,7,997,106200,0.4954398077954794,0.29363682543558683,191,9990,1091812,0.5083278627464674,0.281967678554011,100.0,1,6,24785,0.3668102236232592,0.2347602049054926,480486,0.4806311506074834,0.2818069309001967,22,117,14,16,78,186,224,SSP
38544882,502,1040,1,999,512324,0.4931123431123432,0.2891976793548218,11,9969,5249041,0.5062849641581209,0.2888099685649988,2236.0,1,11,128703,0.3025821149220993,0.19735147854351334,2552958,0.5111570419197716,0.2880741805480584,148,784,189,338,13680,54417,4135,Network Simplex
38552930,2002,4080,3,9998,20456577,0.5014869885741854,0.28806870753627,5,9996,20520701,0.5031596216918139,0.2893662004153589,44721.0,1,21,5305975,0.3147746520851635,0.19903666971168166,9967887,0.4984942233176417,0.2866468166952454,1061,7786,12013,15306,536721,1449914,60385,Network Simplex
38554578,252,545,1,10,2940,0.5394495412844036,0.2946677023247841,2,999,267217,0.4907972192375862,0.2937694043510729,158.0,1,6,731,0.2912350597609562,0.17101428298815452,124079,0.4948334788972239,0.3054183437852878,41,201,54,96,2365,9061,965,Network Simplex
38554621,252,545,1,10,2878,0.5280733944954129,0.27879319573726125,12,9986,2713001,0.4984962433645636,0.2847698532151422,1581.0,1,6,750,0.42686397268070575,0.2353028684649241,1288530,0.5160938632120757,0.2830477759353121,44,211,26,50,1338,2839,723,SSP
38555551,502,1095,3,9986,5439109,0.4974186692419616,0.28553777415543985,2,1000,543283,0.4961488584474886,0.29016932662694583,223.0,1,6,1271289,0.316199750032645,0.2099939504345201,249609,0.4982215568862275,0.281743284317223,71,593,78,104,2128,11721,2789,Network Simplex
38564958,2502,5000,1,10000,25277284,0.50554568,0.2891628820532428,1,1000,2497043,0.4994085999999999,0.29020594832987145,500.0,1,51,6808414,0.3122951347165619,0.1972925675327046,1264604,0.5056393442622951,0.2906062495516888,1657,9796,5614,8316,854081,1953536,134688,Network Simplex
38565861,402,800,1,100,40018,0.500225,0.28815264943255336,5,10000,4142821,0.517852625,0.2947159232941263,2000.0,1,21,10895,0.3018841784427819,0.19008104939984696,2065313,0.5150406483790524,0.29826055049005723,162,635,200,232,17279,41052,5127,Network Simplex
38569691,27,50,6,9789,285852,0.5840269690468893,0.28285659677711444,12,977,24799,0.5076560900716479,0.2888674434896169,500.0,1,6,95251,0.4914151576123407,0.2805746795175343,14002,0.5866432042902632,0.3130919177456524,11,62,19,24,219,293,152,Network Simplex
38578292,202,410,8,9996,1912680,0.4666939946710391,0.2932696797149126,1,998,200789,0.490710689672027,0.2734422586828653,141.0,1,11,467656,0.3253596372771856,0.2194560395306568,103523,0.5171082339307478,0.2747929185384129,64,437,51,71,1281,2936,1209,SSP
38588288,2502,5000,1,10,27661,0.5532199999999999,0.28637323827480804,4,9991,25174612,0.5039457912120909,0.2888235851455807,5000.0,1,51,8122,0.3608334444000178,0.19304932101817354,12613897,0.5048084659640298,0.2894679775683613,1540,8977,5791,6712,639824,1671996,106372,Network Simplex
38591225,102,200,1,10,1099,0.5495,0.3056137267859544,67,9977,1046576,0.5244943369750427,0.2997741180844278,1000.0,1,11,311,0.3849009900990099,0.2324822788924345,516158,0.5122256437330612,0.30175138418540903,68,96,29,51,746,713,559,SSP
38596887,502,1040,1,10,5724,0.5503846153846154,0.2940104756013187,1,100,51535,0.4955288461538461,0.2938038152580853,223.0,1,11,1547,0.3430915945886006,0.196199551550349,24760,0.4942115768463074,0.2928693944087465,136,1013,706,776,24080,78064,6016,Network Simplex
38598327,402,800,1,2,1215,0.759375,0.24982415690841425,4,9969,3998595,0.501378648811315,0.29320816974076674,20000.0,1,21,452,0.5635910224438903,0.16658839421305968,2052023,0.5133177188436272,0.2940602942911797,189,1750,767,966,21176,61311,5248,Network Simplex
38599493,1002,2030,1,1000,1006998,0.4960581280788177,0.29147030465048684,2,1000,1000927,0.4930674876847291,0.2865212392974824,316.0,1,21,258595,0.33376829888457793,0.21292966478544686,501906,0.5014045954045954,0.28669067580803165,487,2043,1014,1176,102052,300135,16881,Network Simplex
38601673,52,105,214,9971,549085,0.5244590264146979,0.2877026573836945,1,100,5370,0.5114285714285715,0.2946003865494783,70.0,1,6,151132,0.3970752444083624,0.2597558397787366,2703,0.5353535353535354,0.2995909660096254,17,136,40,97,561,901,369,Network Simplex
38602493,102,215,1,10,1130,0.5255813953488372,0.2804423609111181,8,9972,1065961,0.4971879401860093,0.2994310636757397,100.0,1,6,298,0.3278327832783278,0.18590882731272776,505995,0.5051781269686917,0.2992374506291869,19,82,14,33,240,459,306,SSP
38603802,502,1040,2,999,500025,0.4812745437745438,0.2931288542534632,2,9977,5174459,0.49869112420104705,0.28887310015386825,2236.0,1,11,118106,0.3143206919494345,0.2163878323922501,2524994,0.5065743475357055,0.2870503634704014,136,644,122,365,17434,46361,4556,SSP
38606917,102,200,1,10,1146,0.5730000000000001,0.29046686558022417,38,9971,977167,0.4900045130879551,0.2953794127883259,100.0,1,11,341,0.422029702970297,0.22239379289389705,490518,0.4870739004499186,0.3088614543086737,30,78,14,19,240,354,426,SSP
38610795,252,455,1,2,706,0.7758241758241758,0.24866264685915745,7,1000,239836,0.5271120879120879,0.2862414998345082,158.0,1,51,311,0.6195219123505976,0.2132497799374125,131741,0.5248645418326694,0.2806277353972562,137,235,70,68,1304,2391,2675,CAS
38611874,1002,2090,1,100,107682,0.5152248803827751,0.2927663342365482,3,9994,10375327,0.496725164285174,0.2923658485102841,31622.0,1,11,27264,0.2897528003910983,0.18745586253406216,5011167,0.5009166338964217,0.2919429247787921,302,2240,3181,3607,114929,506672,15269,Network Simplex
38614050,102,215,1,100,10916,0.5077209302325582,0.30919537930761704,10,997,104198,0.4861001609479602,0.2933770595924316,100.0,1,6,2484,0.3113172076701341,0.24320018384923436,50338,0.5003976301244583,0.2960649734575354,18,169,20,26,589,1928,459,Network Simplex
38616225,202,410,1,2,600,0.7317073170731707,0.2493298573202546,3,993,200127,0.4915555228059834,0.28778099116943257,1414.0,1,11,216,0.5373134328358209,0.13139415568402246,95561,0.4826678788797131,0.29882784376420435,61,262,194,249,5675,12006,1751,Network Simplex
38617203,1002,2030,1,10,11279,0.555615763546798,0.2830089732911896,2,1000,1005473,0.4953068965517242,0.28921799081072946,3162.0,1,21,3280,0.3640803640803641,0.191078494054002,485864,0.4853786213786214,0.2889230295173993,548,4256,4985,4259,150839,381311,21064,Network Simplex
